ID_BIO_FISH;date;Month;Year;Species;Port;LengthClass;Weight;Sex;MaturityStage;Age
272939;20/11/2002;11;2002;WHB;MATOSINHOS;25;104.54;F;4;2
272945;20/11/2002;11;2002;WHB;MATOSINHOS;26;123.33;F;4;2
273232;23/12/2002;12;2002;WHB;MATOSINHOS;20;47.4;M;2;2
273231;23/12/2002;12;2002;WHB;MATOSINHOS;20;52.57;M;2;2
273230;23/12/2002;12;2002;WHB;MATOSINHOS;20;44.5;M;2;2
273229;23/12/2002;12;2002;WHB;MATOSINHOS;20;49;F;2;3
273228;23/12/2002;12;2002;WHB;MATOSINHOS;20;50.9;M;2;3
273227;23/12/2002;12;2002;WHB;MATOSINHOS;20;47.87;F;2;3
273226;23/12/2002;12;2002;WHB;MATOSINHOS;20;47.91;F;2;3
273225;23/12/2002;12;2002;WHB;MATOSINHOS;20;45.22;M;2;2
273214;23/12/2002;12;2002;WHB;MATOSINHOS;20;52.76;F;2;3
273223;23/12/2002;12;2002;WHB;MATOSINHOS;20;44.2;F;2;3
273233;23/12/2002;12;2002;WHB;MATOSINHOS;20;45.3;M;2;3
273221;23/12/2002;12;2002;WHB;MATOSINHOS;21;59.01;F;2;3
273220;23/12/2002;12;2002;WHB;MATOSINHOS;21;60.03;F;2;3
273219;23/12/2002;12;2002;WHB;MATOSINHOS;21;50.6;F;2;3
273218;23/12/2002;12;2002;WHB;MATOSINHOS;21;56.44;M;2;2
273217;23/12/2002;12;2002;WHB;MATOSINHOS;21;54.52;M;2;3
273216;23/12/2002;12;2002;WHB;MATOSINHOS;21;58.58;F;2;3
273215;23/12/2002;12;2002;WHB;MATOSINHOS;21;66.09;F;4;3
273243;23/12/2002;12;2002;WHB;MATOSINHOS;21;61.48;M;4;2
273245;23/12/2002;12;2002;WHB;MATOSINHOS;21;60.32;F;2;2
273224;23/12/2002;12;2002;WHB;MATOSINHOS;21;53.22;M;2;3
273252;23/12/2002;12;2002;WHB;MATOSINHOS;22;71.86;F;4;3
273211;23/12/2002;12;2002;WHB;MATOSINHOS;22;61.55;F;2;3
273251;23/12/2002;12;2002;WHB;MATOSINHOS;22;65.26;F;4;3
273222;23/12/2002;12;2002;WHB;MATOSINHOS;22;67.29;F;5;3
273250;23/12/2002;12;2002;WHB;MATOSINHOS;22;70.55;F;4;3
273249;23/12/2002;12;2002;WHB;MATOSINHOS;22;57.96;F;2;3
273248;23/12/2002;12;2002;WHB;MATOSINHOS;22;64.58;M;4;3
273247;23/12/2002;12;2002;WHB;MATOSINHOS;22;65.17;M;4;3
273246;23/12/2002;12;2002;WHB;MATOSINHOS;22;64.64;F;2;3
273234;23/12/2002;12;2002;WHB;MATOSINHOS;22;66.87;M;2;3
273244;23/12/2002;12;2002;WHB;MATOSINHOS;23;78.99;F;4;3
273254;23/12/2002;12;2002;WHB;MATOSINHOS;23;83.63;F;4;2
273242;23/12/2002;12;2002;WHB;MATOSINHOS;23;82.1;M;2;2
273241;23/12/2002;12;2002;WHB;MATOSINHOS;23;80.54;F;4;2
273240;23/12/2002;12;2002;WHB;MATOSINHOS;23;79.7;F;5;3
273239;23/12/2002;12;2002;WHB;MATOSINHOS;23;82.4;F;4;3
273238;23/12/2002;12;2002;WHB;MATOSINHOS;23;74.6;F;4;3
273237;23/12/2002;12;2002;WHB;MATOSINHOS;23;83.53;F;5;3
273236;23/12/2002;12;2002;WHB;MATOSINHOS;23;71.79;F;5;4
273235;23/12/2002;12;2002;WHB;MATOSINHOS;23;77.27;F;5;3
273253;23/12/2002;12;2002;WHB;MATOSINHOS;24;78.39;F;5;3
273212;23/12/2002;12;2002;WHB;MATOSINHOS;24;93.64;F;2;4
273198;23/12/2002;12;2002;WHB;MATOSINHOS;24;90.19;F;2;3
273197;23/12/2002;12;2002;WHB;MATOSINHOS;24;91.06;F;4;3
273200;23/12/2002;12;2002;WHB;MATOSINHOS;24;86.44;M;4;3
273201;23/12/2002;12;2002;WHB;MATOSINHOS;24;91.16;F;5;3
273202;23/12/2002;12;2002;WHB;MATOSINHOS;24;93.73;F;5;3
273203;23/12/2002;12;2002;WHB;MATOSINHOS;24;92.44;F;4;3
273204;23/12/2002;12;2002;WHB;MATOSINHOS;24;75.64;F;2;4
273199;23/12/2002;12;2002;WHB;MATOSINHOS;24;89.33;F;4;3
273205;23/12/2002;12;2002;WHB;MATOSINHOS;25;104.54;F;5;3
273206;23/12/2002;12;2002;WHB;MATOSINHOS;25;103.11;F;2;2
273207;23/12/2002;12;2002;WHB;MATOSINHOS;25;115.64;F;4;4
273208;23/12/2002;12;2002;WHB;MATOSINHOS;25;107.85;F;5;2
273209;23/12/2002;12;2002;WHB;MATOSINHOS;25;109.33;F;4;4
273213;23/12/2002;12;2002;WHB;MATOSINHOS;25;100.83;F;5;4
273210;23/12/2002;12;2002;WHB;MATOSINHOS;26;107.13;F;5;4
540732;29/01/2009;1;2009;WHB;PORTIMAO;23;85.78;M;5;2
540733;29/01/2009;1;2009;WHB;PORTIMAO;23;86.82;M;5;2
540734;29/01/2009;1;2009;WHB;PORTIMAO;23;87.84;M;5;2
540735;29/01/2009;1;2009;WHB;PORTIMAO;23;87.47;I;;2
540736;29/01/2009;1;2009;WHB;PORTIMAO;23;89.09;F;5;2
540737;29/01/2009;1;2009;WHB;PORTIMAO;24;101.1;F;5;2
540738;29/01/2009;1;2009;WHB;PORTIMAO;24;100.86;F;5;2
540739;29/01/2009;1;2009;WHB;PORTIMAO;24;100.72;F;5;2
540740;29/01/2009;1;2009;WHB;PORTIMAO;24;89.26;F;5;2
540741;29/01/2009;1;2009;WHB;PORTIMAO;24;90.05;F;5;2
540742;29/01/2009;1;2009;WHB;PORTIMAO;24;91.92;M;5;3
540743;29/01/2009;1;2009;WHB;PORTIMAO;24;95.95;F;5;2
540744;29/01/2009;1;2009;WHB;PORTIMAO;24;97.95;F;5;2
540745;29/01/2009;1;2009;WHB;PORTIMAO;24;94.73;F;5;2
540746;29/01/2009;1;2009;WHB;PORTIMAO;25;110.95;F;5;2
540747;29/01/2009;1;2009;WHB;PORTIMAO;25;112.83;F;5;2
540748;29/01/2009;1;2009;WHB;PORTIMAO;25;109.12;F;5;2
540749;29/01/2009;1;2009;WHB;PORTIMAO;25;109.8;F;5;2
540750;29/01/2009;1;2009;WHB;PORTIMAO;25;101.53;F;5;2
540751;29/01/2009;1;2009;WHB;PORTIMAO;25;97.49;F;5;2
540752;29/01/2009;1;2009;WHB;PORTIMAO;25;104.91;F;5;2
540753;29/01/2009;1;2009;WHB;PORTIMAO;25;106.1;F;5;2
540754;29/01/2009;1;2009;WHB;PORTIMAO;25;102.1;F;5;2
540755;29/01/2009;1;2009;WHB;PORTIMAO;25;116.33;F;5;2
540756;29/01/2009;1;2009;WHB;PORTIMAO;26;127.77;F;5;
540757;29/01/2009;1;2009;WHB;PORTIMAO;26;114.69;F;5;2
540758;29/01/2009;1;2009;WHB;PORTIMAO;26;114.77;F;5;2
540759;29/01/2009;1;2009;WHB;PORTIMAO;26;114.43;F;5;2
540760;29/01/2009;1;2009;WHB;PORTIMAO;26;115.98;F;5;2
540761;29/01/2009;1;2009;WHB;PORTIMAO;26;107.15;F;5;2
540762;29/01/2009;1;2009;WHB;PORTIMAO;26;115.92;F;5;2
540763;29/01/2009;1;2009;WHB;PORTIMAO;26;113.55;F;5;3
540764;29/01/2009;1;2009;WHB;PORTIMAO;26;124.76;F;5;3
540765;29/01/2009;1;2009;WHB;PORTIMAO;26;132.95;F;5;
540766;29/01/2009;1;2009;WHB;PORTIMAO;27;145.28;F;5;3
540767;29/01/2009;1;2009;WHB;PORTIMAO;27;128.9;F;5;3
540768;29/01/2009;1;2009;WHB;PORTIMAO;27;129.88;F;5;3
540769;29/01/2009;1;2009;WHB;PORTIMAO;27;147.77;F;5;3
540770;29/01/2009;1;2009;WHB;PORTIMAO;27;131.42;F;5;2
540771;29/01/2009;1;2009;WHB;PORTIMAO;27;119.84;F;5;2
540772;29/01/2009;1;2009;WHB;PORTIMAO;27;137.52;F;5;4
540773;29/01/2009;1;2009;WHB;PORTIMAO;28;159.57;F;5;3
540774;29/01/2009;1;2009;WHB;PORTIMAO;28;154.95;F;5;3
551574;29/01/2009;1;2009;WHB;MATOSINHOS;21;62.2;M;3;2
551575;29/01/2009;1;2009;WHB;MATOSINHOS;21;66.94;F;3;2
551576;29/01/2009;1;2009;WHB;MATOSINHOS;21;63.24;M;3;3
551577;29/01/2009;1;2009;WHB;MATOSINHOS;21;66.14;M;3;2
551578;29/01/2009;1;2009;WHB;MATOSINHOS;22;85.2;F;3;2
551579;29/01/2009;1;2009;WHB;MATOSINHOS;22;80.1;M;3;2
551580;29/01/2009;1;2009;WHB;MATOSINHOS;22;73.19;F;3;2
551581;29/01/2009;1;2009;WHB;MATOSINHOS;22;72.74;M;3;2
551582;29/01/2009;1;2009;WHB;MATOSINHOS;22;76.02;M;3;2
551583;29/01/2009;1;2009;WHB;MATOSINHOS;22;65.66;M;3;2
551584;29/01/2009;1;2009;WHB;MATOSINHOS;22;71.79;M;3;3
551585;29/01/2009;1;2009;WHB;MATOSINHOS;22;73.15;F;3;3
551586;29/01/2009;1;2009;WHB;MATOSINHOS;22;76.48;F;3;3
551587;29/01/2009;1;2009;WHB;MATOSINHOS;22;68.83;M;3;3
551588;29/01/2009;1;2009;WHB;MATOSINHOS;23;78.36;F;3;2
551589;29/01/2009;1;2009;WHB;MATOSINHOS;23;77.58;M;3;2
551590;29/01/2009;1;2009;WHB;MATOSINHOS;23;88.32;F;3;2
551591;29/01/2009;1;2009;WHB;MATOSINHOS;23;77.87;F;3;3
551592;29/01/2009;1;2009;WHB;MATOSINHOS;23;74.98;I;;3
551593;29/01/2009;1;2009;WHB;MATOSINHOS;23;84.78;F;3;3
551594;29/01/2009;1;2009;WHB;MATOSINHOS;23;75.79;F;5;2
551595;29/01/2009;1;2009;WHB;MATOSINHOS;23;73.26;F;5;2
551596;29/01/2009;1;2009;WHB;MATOSINHOS;23;67.74;F;3;2
551597;29/01/2009;1;2009;WHB;MATOSINHOS;23;85.64;F;3;3
551598;29/01/2009;1;2009;WHB;MATOSINHOS;24;93.3;M;3;3
551599;29/01/2009;1;2009;WHB;MATOSINHOS;24;83.99;F;3;3
551600;29/01/2009;1;2009;WHB;MATOSINHOS;24;94.7;F;3;2
551601;29/01/2009;1;2009;WHB;MATOSINHOS;24;94.8;F;3;2
551602;29/01/2009;1;2009;WHB;MATOSINHOS;24;86.77;M;5;3
551603;29/01/2009;1;2009;WHB;MATOSINHOS;24;91.47;F;5;2
551604;29/01/2009;1;2009;WHB;MATOSINHOS;24;93.4;M;3;2
551605;29/01/2009;1;2009;WHB;MATOSINHOS;24;102.68;F;3;2
551606;29/01/2009;1;2009;WHB;MATOSINHOS;24;102.2;F;5;2
551607;29/01/2009;1;2009;WHB;MATOSINHOS;24;98.69;F;3;2
551608;29/01/2009;1;2009;WHB;MATOSINHOS;25;117.7;F;3;3
551609;29/01/2009;1;2009;WHB;MATOSINHOS;25;101.88;F;5;2
551610;29/01/2009;1;2009;WHB;MATOSINHOS;25;89.86;F;5;2
551611;29/01/2009;1;2009;WHB;MATOSINHOS;25;103.69;F;3;2
551612;29/01/2009;1;2009;WHB;MATOSINHOS;25;114.56;F;5;2
551613;29/01/2009;1;2009;WHB;MATOSINHOS;25;103.1;F;5;3
551614;29/01/2009;1;2009;WHB;MATOSINHOS;25;102.87;F;2;2
551615;29/01/2009;1;2009;WHB;MATOSINHOS;25;86.86;M;5;2
551616;29/01/2009;1;2009;WHB;MATOSINHOS;25;119.85;F;3;3
551617;29/01/2009;1;2009;WHB;MATOSINHOS;25;105.14;F;3;2
551618;29/01/2009;1;2009;WHB;MATOSINHOS;26;123.21;F;3;2
551619;29/01/2009;1;2009;WHB;MATOSINHOS;26;131.87;F;3;3
551620;29/01/2009;1;2009;WHB;MATOSINHOS;26;113.8;F;3;2
551621;29/01/2009;1;2009;WHB;MATOSINHOS;27;144.58;F;4;3
551622;29/01/2009;1;2009;WHB;MATOSINHOS;27;125.47;F;3;3
551623;29/01/2009;1;2009;WHB;MATOSINHOS;27;115.94;M;3;3
551624;29/01/2009;1;2009;WHB;MATOSINHOS;28;136.05;M;3;5
551625;29/01/2009;1;2009;WHB;MATOSINHOS;28;148.92;F;3;5
538305;25/02/2009;2;2009;WHB;MATOSINHOS;22;54.23;F;3;1
538306;25/02/2009;2;2009;WHB;MATOSINHOS;22;66.53;F;3;1
538307;25/02/2009;2;2009;WHB;MATOSINHOS;22;57.41;M;3;1
538308;25/02/2009;2;2009;WHB;MATOSINHOS;22;54.79;M;3;1
538309;25/02/2009;2;2009;WHB;MATOSINHOS;22;50.85;M;3;1
538310;25/02/2009;2;2009;WHB;MATOSINHOS;22;50.17;F;3;1
538311;25/02/2009;2;2009;WHB;MATOSINHOS;22;59.46;F;3;1
538312;25/02/2009;2;2009;WHB;MATOSINHOS;22;58.88;M;3;1
538313;25/02/2009;2;2009;WHB;MATOSINHOS;22;54.3;M;3;1
538314;25/02/2009;2;2009;WHB;MATOSINHOS;22;62.8;M;3;1
538315;25/02/2009;2;2009;WHB;MATOSINHOS;23;64.69;F;3;1
538316;25/02/2009;2;2009;WHB;MATOSINHOS;23;67.47;F;3;2
538317;25/02/2009;2;2009;WHB;MATOSINHOS;23;57.24;F;3;1
538318;25/02/2009;2;2009;WHB;MATOSINHOS;23;57.83;F;3;1
538319;25/02/2009;2;2009;WHB;MATOSINHOS;23;63.27;M;3;1
538320;25/02/2009;2;2009;WHB;MATOSINHOS;23;62.77;M;3;2
538321;25/02/2009;2;2009;WHB;MATOSINHOS;23;60.8;F;3;1
538322;25/02/2009;2;2009;WHB;MATOSINHOS;23;68.83;F;3;1
538323;25/02/2009;2;2009;WHB;MATOSINHOS;23;61.87;F;3;1
538324;25/02/2009;2;2009;WHB;MATOSINHOS;23;61.92;F;3;1
538325;25/02/2009;2;2009;WHB;MATOSINHOS;24;68.98;F;3;1
538326;25/02/2009;2;2009;WHB;MATOSINHOS;24;71.81;F;4;1
538327;25/02/2009;2;2009;WHB;MATOSINHOS;24;66.13;F;3;1
538328;25/02/2009;2;2009;WHB;MATOSINHOS;24;59.85;F;3;1
538329;25/02/2009;2;2009;WHB;MATOSINHOS;24;76.63;F;3;1
538330;25/02/2009;2;2009;WHB;MATOSINHOS;24;71.02;F;3;1
538331;25/02/2009;2;2009;WHB;MATOSINHOS;24;62.17;F;3;1
538332;25/02/2009;2;2009;WHB;MATOSINHOS;24;71.06;F;3;1
538333;25/02/2009;2;2009;WHB;MATOSINHOS;24;73.94;F;3;1
538334;25/02/2009;2;2009;WHB;MATOSINHOS;24;74.38;F;3;1
538335;25/02/2009;2;2009;WHB;MATOSINHOS;25;78.92;F;3;1
538336;25/02/2009;2;2009;WHB;MATOSINHOS;25;119.61;F;3;1
538337;25/02/2009;2;2009;WHB;MATOSINHOS;25;70.84;F;3;2
538338;25/02/2009;2;2009;WHB;MATOSINHOS;25;104.87;F;3;2
538339;25/02/2009;2;2009;WHB;MATOSINHOS;25;81.42;F;3;1
538340;25/02/2009;2;2009;WHB;MATOSINHOS;25;89.64;F;3;2
538341;25/02/2009;2;2009;WHB;MATOSINHOS;25;72.78;F;3;1
538342;25/02/2009;2;2009;WHB;MATOSINHOS;25;94.37;F;3;2
538343;25/02/2009;2;2009;WHB;MATOSINHOS;25;77.31;F;3;1
538344;25/02/2009;2;2009;WHB;MATOSINHOS;25;84.09;F;3;1
538345;25/02/2009;2;2009;WHB;MATOSINHOS;26;83.16;F;3;1
538346;25/02/2009;2;2009;WHB;MATOSINHOS;26;93.34;F;3;2
538347;25/02/2009;2;2009;WHB;MATOSINHOS;26;101.56;F;4;1
538348;25/02/2009;2;2009;WHB;MATOSINHOS;26;105.25;F;3;1
538349;25/02/2009;2;2009;WHB;MATOSINHOS;26;78.16;F;3;2
538350;25/02/2009;2;2009;WHB;MATOSINHOS;26;88.91;F;3;1
538351;25/02/2009;2;2009;WHB;MATOSINHOS;26;85.72;F;3;1
538352;25/02/2009;2;2009;WHB;MATOSINHOS;26;82.26;F;3;2
538353;25/02/2009;2;2009;WHB;MATOSINHOS;26;122;F;3;1
538354;25/02/2009;2;2009;WHB;MATOSINHOS;26;92.87;F;3;1
538355;25/02/2009;2;2009;WHB;MATOSINHOS;27;91.71;F;3;2
538356;25/02/2009;2;2009;WHB;MATOSINHOS;27;102.89;F;3;
538357;25/02/2009;2;2009;WHB;MATOSINHOS;27;113.44;F;3;1
538358;25/02/2009;2;2009;WHB;MATOSINHOS;27;99.43;F;3;1
538359;25/02/2009;2;2009;WHB;MATOSINHOS;27;97.28;F;3;2
538360;25/02/2009;2;2009;WHB;MATOSINHOS;27;96.13;F;3;1
538361;25/02/2009;2;2009;WHB;MATOSINHOS;27;94.23;F;3;1
538362;25/02/2009;2;2009;WHB;MATOSINHOS;27;104.53;F;3;1
538363;25/02/2009;2;2009;WHB;MATOSINHOS;28;125.48;F;3;2
538364;25/02/2009;2;2009;WHB;MATOSINHOS;28;166.37;F;3;2
538365;25/02/2009;2;2009;WHB;MATOSINHOS;29;117.19;F;3;2
538366;25/02/2009;2;2009;WHB;MATOSINHOS;29;125.8;F;3;3
538367;25/02/2009;2;2009;WHB;MATOSINHOS;29;151.74;F;3;4
540916;23/02/2009;2;2009;WHB;PENICHE;22;73.23;M;4;2
540917;23/02/2009;2;2009;WHB;PENICHE;22;76.3;F;4;2
540918;23/02/2009;2;2009;WHB;PENICHE;22;62.18;M;4;2
540919;23/02/2009;2;2009;WHB;PENICHE;22;70.84;M;4;2
540920;23/02/2009;2;2009;WHB;PENICHE;22;64.65;M;4;2
540921;23/02/2009;2;2009;WHB;PENICHE;22;62.02;M;5;2
540922;23/02/2009;2;2009;WHB;PENICHE;22;68.23;M;4;2
540923;23/02/2009;2;2009;WHB;PENICHE;23;86.6;F;4;2
540924;23/02/2009;2;2009;WHB;PENICHE;23;78.05;M;5;2
540925;23/02/2009;2;2009;WHB;PENICHE;23;88.9;F;4;2
540926;23/02/2009;2;2009;WHB;PENICHE;23;78.27;F;4;2
540927;23/02/2009;2;2009;WHB;PENICHE;23;96.06;F;4;2
540928;23/02/2009;2;2009;WHB;PENICHE;23;83.96;F;5;2
540929;23/02/2009;2;2009;WHB;PENICHE;23;83.52;F;4;3
540930;23/02/2009;2;2009;WHB;PENICHE;23;76.96;F;5;2
540931;23/02/2009;2;2009;WHB;PENICHE;23;85.45;F;5;2
540932;23/02/2009;2;2009;WHB;PENICHE;23;79.38;M;5;2
540933;23/02/2009;2;2009;WHB;PENICHE;24;77.45;M;5;2
540934;23/02/2009;2;2009;WHB;PENICHE;24;92.7;F;5;3
540935;23/02/2009;2;2009;WHB;PENICHE;24;82.93;M;5;2
540936;23/02/2009;2;2009;WHB;PENICHE;24;76.59;M;5;2
540937;23/02/2009;2;2009;WHB;PENICHE;24;110.89;F;5;2
540938;23/02/2009;2;2009;WHB;PENICHE;24;86.82;F;5;2
540939;23/02/2009;2;2009;WHB;PENICHE;24;89.38;M;5;3
540940;23/02/2009;2;2009;WHB;PENICHE;24;84.22;F;5;
540941;23/02/2009;2;2009;WHB;PENICHE;24;91.07;F;5;2
540942;23/02/2009;2;2009;WHB;PENICHE;24;108.98;F;4;3
540943;23/02/2009;2;2009;WHB;PENICHE;25;115.95;F;5;3
540944;23/02/2009;2;2009;WHB;PENICHE;25;103.45;M;4;4
540945;23/02/2009;2;2009;WHB;PENICHE;25;106.38;M;4;4
540946;23/02/2009;2;2009;WHB;PENICHE;25;99.1;F;5;2
540947;23/02/2009;2;2009;WHB;PENICHE;25;150.9;F;5;3
540948;23/02/2009;2;2009;WHB;PENICHE;25;106.58;F;4;2
540949;23/02/2009;2;2009;WHB;PENICHE;25;99.62;F;5;3
540950;23/02/2009;2;2009;WHB;PENICHE;25;93.95;M;5;3
540951;23/02/2009;2;2009;WHB;PENICHE;25;93.58;F;5;4
540952;23/02/2009;2;2009;WHB;PENICHE;25;103.94;F;4;3
540953;23/02/2009;2;2009;WHB;PENICHE;26;116.59;F;4;4
540954;23/02/2009;2;2009;WHB;PENICHE;26;112.6;F;4;3
540955;23/02/2009;2;2009;WHB;PENICHE;26;124.65;F;4;2
540956;23/02/2009;2;2009;WHB;PENICHE;26;107.96;M;4;4
540957;23/02/2009;2;2009;WHB;PENICHE;26;121.44;F;5;3
540958;23/02/2009;2;2009;WHB;PENICHE;26;122.6;M;4;6
540959;23/02/2009;2;2009;WHB;PENICHE;26;116.29;F;4;3
540960;23/02/2009;2;2009;WHB;PENICHE;26;130.17;F;5;
540961;23/02/2009;2;2009;WHB;PENICHE;26;117.6;F;4;3
540962;23/02/2009;2;2009;WHB;PENICHE;27;127.04;M;4;4
540963;23/02/2009;2;2009;WHB;PENICHE;27;110.56;F;4;4
540964;23/02/2009;2;2009;WHB;PENICHE;27;153.3;F;4;4
540965;23/02/2009;2;2009;WHB;PENICHE;27;127.26;F;4;5
540966;23/02/2009;2;2009;WHB;PENICHE;28;161.2;F;4;3
540967;23/02/2009;2;2009;WHB;PENICHE;29;163.4;F;4;
540968;23/02/2009;2;2009;WHB;PENICHE;29;156.03;F;4;4
540969;23/02/2009;2;2009;WHB;PENICHE;29;162.16;F;4;4
540970;23/02/2009;2;2009;WHB;PENICHE;30;180.72;F;4;5
551626;17/03/2009;3;2009;WHB;MATOSINHOS;22;58.25;I;;3
551627;17/03/2009;3;2009;WHB;MATOSINHOS;22;55.6;M;3;2
551628;17/03/2009;3;2009;WHB;MATOSINHOS;22;55.96;M;3;2
551629;17/03/2009;3;2009;WHB;MATOSINHOS;22;58.66;M;3;2
551630;17/03/2009;3;2009;WHB;MATOSINHOS;23;70.1;F;3;2
551631;17/03/2009;3;2009;WHB;MATOSINHOS;23;68.51;M;3;2
551632;17/03/2009;3;2009;WHB;MATOSINHOS;23;66.21;M;5;2
551633;17/03/2009;3;2009;WHB;MATOSINHOS;23;68.9;M;5;2
551634;17/03/2009;3;2009;WHB;MATOSINHOS;23;67.2;M;5;2
551635;17/03/2009;3;2009;WHB;MATOSINHOS;23;65.93;M;3;2
551636;17/03/2009;3;2009;WHB;MATOSINHOS;23;65.91;I;;2
551637;17/03/2009;3;2009;WHB;MATOSINHOS;23;65.37;M;3;2
551638;17/03/2009;3;2009;WHB;MATOSINHOS;23;65.7;M;5;2
551639;17/03/2009;3;2009;WHB;MATOSINHOS;23;64.25;M;5;2
551640;17/03/2009;3;2009;WHB;MATOSINHOS;24;78.27;M;5;2
551641;17/03/2009;3;2009;WHB;MATOSINHOS;24;80.25;M;3;2
551642;17/03/2009;3;2009;WHB;MATOSINHOS;24;82.33;F;3;2
551643;17/03/2009;3;2009;WHB;MATOSINHOS;24;76.45;M;5;3
551644;17/03/2009;3;2009;WHB;MATOSINHOS;24;80.43;M;5;2
551645;17/03/2009;3;2009;WHB;MATOSINHOS;24;68.59;M;3;3
551646;17/03/2009;3;2009;WHB;MATOSINHOS;24;79.58;M;5;3
551647;17/03/2009;3;2009;WHB;MATOSINHOS;24;72.05;M;5;3
551648;17/03/2009;3;2009;WHB;MATOSINHOS;24;73.14;M;5;3
551649;17/03/2009;3;2009;WHB;MATOSINHOS;24;75.93;M;5;3
551650;17/03/2009;3;2009;WHB;MATOSINHOS;25;72.33;I;;3
551651;17/03/2009;3;2009;WHB;MATOSINHOS;25;84.71;M;5;3
551652;17/03/2009;3;2009;WHB;MATOSINHOS;25;81.31;M;5;3
551653;17/03/2009;3;2009;WHB;MATOSINHOS;25;83.95;M;5;3
551654;17/03/2009;3;2009;WHB;MATOSINHOS;25;78.24;M;5;3
551655;17/03/2009;3;2009;WHB;MATOSINHOS;25;88.39;M;3;3
551656;17/03/2009;3;2009;WHB;MATOSINHOS;25;82.08;M;3;3
551657;17/03/2009;3;2009;WHB;MATOSINHOS;25;81.14;F;5;3
551658;17/03/2009;3;2009;WHB;MATOSINHOS;25;76.92;M;5;3
551659;17/03/2009;3;2009;WHB;MATOSINHOS;25;76.28;M;5;2
551660;17/03/2009;3;2009;WHB;MATOSINHOS;26;92.55;F;5;3
551661;17/03/2009;3;2009;WHB;MATOSINHOS;26;69.14;F;5;3
551662;17/03/2009;3;2009;WHB;MATOSINHOS;26;95.45;F;5;2
551663;17/03/2009;3;2009;WHB;MATOSINHOS;26;83.13;M;3;2
551664;17/03/2009;3;2009;WHB;MATOSINHOS;26;121.25;M;3;3
551665;17/03/2009;3;2009;WHB;MATOSINHOS;26;97.4;M;3;3
551666;17/03/2009;3;2009;WHB;MATOSINHOS;26;86.64;F;5;3
551667;17/03/2009;3;2009;WHB;MATOSINHOS;26;90.73;F;5;3
551668;17/03/2009;3;2009;WHB;MATOSINHOS;26;91.07;M;4;3
551669;17/03/2009;3;2009;WHB;MATOSINHOS;26;70.83;M;5;3
551670;17/03/2009;3;2009;WHB;MATOSINHOS;27;126.18;M;3;3
551671;17/03/2009;3;2009;WHB;MATOSINHOS;27;107.63;F;5;2
551672;17/03/2009;3;2009;WHB;MATOSINHOS;27;103.48;F;5;2
551673;17/03/2009;3;2009;WHB;MATOSINHOS;27;92.09;F;5;3
551674;17/03/2009;3;2009;WHB;MATOSINHOS;27;107.96;M;3;3
551675;17/03/2009;3;2009;WHB;MATOSINHOS;27;93.15;F;5;2
551676;17/03/2009;3;2009;WHB;MATOSINHOS;27;95.26;M;3;3
551677;17/03/2009;3;2009;WHB;MATOSINHOS;27;;M;3;3
551678;17/03/2009;3;2009;WHB;MATOSINHOS;27;107.62;F;3;2
551679;17/03/2009;3;2009;WHB;MATOSINHOS;27;107.15;M;3;3
551680;17/03/2009;3;2009;WHB;MATOSINHOS;28;125.38;F;3;2
551681;17/03/2009;3;2009;WHB;MATOSINHOS;28;83.99;M;5;2
551682;17/03/2009;3;2009;WHB;MATOSINHOS;28;118.17;F;5;3
551683;17/03/2009;3;2009;WHB;MATOSINHOS;28;112.9;F;3;2
551684;17/03/2009;3;2009;WHB;MATOSINHOS;28;125.85;M;3;4
551685;17/03/2009;3;2009;WHB;MATOSINHOS;28;94.57;M;5;3
551686;17/03/2009;3;2009;WHB;MATOSINHOS;28;117.53;F;5;3
551687;17/03/2009;3;2009;WHB;MATOSINHOS;28;110.01;M;5;4
551688;17/03/2009;3;2009;WHB;MATOSINHOS;28;111.72;F;5;3
551689;17/03/2009;3;2009;WHB;MATOSINHOS;28;119.18;F;5;3
551690;17/03/2009;3;2009;WHB;MATOSINHOS;29;129.32;F;5;5
551691;17/03/2009;3;2009;WHB;MATOSINHOS;29;132.5;F;5;4
551692;17/03/2009;3;2009;WHB;MATOSINHOS;29;128.68;F;5;3
551693;17/03/2009;3;2009;WHB;MATOSINHOS;29;108.32;F;5;2
551694;17/03/2009;3;2009;WHB;MATOSINHOS;29;114.03;F;5;3
551695;17/03/2009;3;2009;WHB;MATOSINHOS;29;125.39;F;5;2
551696;17/03/2009;3;2009;WHB;MATOSINHOS;30;143.73;F;5;2
551697;17/03/2009;3;2009;WHB;MATOSINHOS;30;129.05;F;3;2
551698;17/03/2009;3;2009;WHB;MATOSINHOS;31;147.14;F;5;4
550102;27/04/2009;4;2009;WHB;MATOSINHOS;22;71.54;M;2;2
550103;27/04/2009;4;2009;WHB;MATOSINHOS;22;56.53;M;2;2
550104;27/04/2009;4;2009;WHB;MATOSINHOS;22;66.93;M;2;2
550105;27/04/2009;4;2009;WHB;MATOSINHOS;22;71.04;M;2;2
550106;27/04/2009;4;2009;WHB;MATOSINHOS;22;52.66;M;1;2
550107;27/04/2009;4;2009;WHB;MATOSINHOS;22;68.3;M;2;2
550108;27/04/2009;4;2009;WHB;MATOSINHOS;22;69.91;M;1;2
550109;27/04/2009;4;2009;WHB;MATOSINHOS;22;75.21;M;2;2
